;tweetid;stance;sent
38552;1067430503731449858;believer;neutral
38553;1455457883265581056;believer;negative
38554;1497357771020414978;believer;negative
38555;922680259526275072;believer;negative
38556;1498274575548919809;believer;positive
38557;953292681479950336;believer;neutral
38558;1031210547151233025;believer;positive
38559;1445833182872576000;deny;negative
38560;1456854139867127810;believer;negative
38561;953584747313217536;believer;negative
38562;941087532057378816;believer;positive
38563;1456539123783700480;believer;negative
38564;940838086002528256;believer;positive
38565;1469101244782309380;believer;positive
38566;1501180838490226691;believer;neutral
38567;987447326557040642;believer;neutral
38568;1425819868784304131;believer;positive
38569;825309104625373184;believer;positive
38570;1030604467568345088;believer;positive
38571;1469690438617600002;believer;negative
38572;1450170943565819908;believer;negative
38573;1067480007239327744;believer;negative
38574;988080337845547008;believer;positive
38575;871444033201197056;believer;positive
38576;1514596735330713609;believer;neutral
38577;545103665984335872;deny;negative
38578;1453110425784967171;believer;neutral
38579;1029570467227725824;believer;negative
38580;1452660151371010051;deny;negative
38581;952031817070125056;believer;positive
38582;1517184678599413762;believer;positive
38583;1029709846323638273;believer;positive
38584;1443473035055362049;believer;positive
38585;1477253427671543813;believer;positive
38586;1503655490810613763;believer;positive
38587;936092685777084416;believer;positive
38588;1477930816487497729;believer;positive
38589;1446301833492766721;believer;neutral
38590;1032395374890086400;believer;positive
38591;1502355086047023104;believer;neutral
38592;987141604912914433;believer;negative
38593;1456919705952866307;believer;positive
38594;985024672193396737;believer;positive
38595;1457388415419183104;deny;negative
38596;1499519937525829637;believer;positive
38597;1424450479887581187;believer;negative
38598;987223196419141632;believer;negative
38599;986604088031756289;believer;neutral
38600;1068302423641468928;believer;positive
38601;951517640169836547;deny;negative
38602;1453094873855414276;believer;neutral
38603;1029551912188764160;believer;positive
38604;1468347042216902657;believer;negative
38605;1423054201354170370;believer;neutral
38606;1434151229018411014;believer;positive
38607;1439557219566063621;believer;neutral
38608;962020429144588288;believer;negative
38609;1032688636494536704;believer;neutral
38610;557205898636959744;deny;negative
38611;1068324905689776129;believer;negative
38612;1029736150167171073;believer;negative
38613;1034887204332392448;believer;positive
38614;946226004766482432;believer;negative
38615;1506414841124331526;believer;positive
38616;1067833726179074048;believer;negative
38617;1030386427291414530;believer;negative
38618;1443031030089363461;believer;neutral
38619;1454187264410488835;believer;positive
38620;1476227214110769161;believer;positive
38621;660482467720105984;deny;positive
38622;824346466978115584;believer;positive
38623;950793659129171968;deny;negative
38624;1512131493543686144;believer;positive
38625;1516029468766355462;believer;positive
38626;1429781952177971210;believer;neutral
38627;985670888292044800;believer;neutral
38628;991092364063240193;believer;neutral
38629;1467988658150166530;believer;positive
38630;1501709218381844484;believer;neutral
38631;758485553285300224;believer;positive
38632;950465733695176704;believer;neutral
38633;1424773816413216775;deny;positive
38634;1481020107619024899;believer;neutral
38635;1436035397965041670;believer;neutral
38636;971825814105927680;believer;neutral
38637;1453966770839060481;deny;negative
38638;1458130158137843723;deny;negative
38639;1500151638883024906;believer;negative
38640;1438918484646371334;believer;positive
38641;1456733098058686466;believer;negative
38642;827004187854663680;believer;neutral
38643;1453181209534554113;believer;neutral
38644;848998568530661376;believer;neutral
38645;1446203137199542273;deny;negative
38646;1458041081388535812;believer;negative
38647;874710156554248192;believer;negative
38648;1430017316532621342;believer;neutral
38649;1478068919839637513;believer;neutral
38650;1425202492980277248;believer;positive
38651;823191813330649088;believer;positive
38652;951863761865990144;believer;neutral
38653;988702138166579201;believer;positive
38654;989125639679639552;believer;positive
38655;1069635461537308672;believer;neutral
38656;1069695728941903873;believer;neutral
38657;707122303163699200;believer;positive
38658;1454078894043287552;believer;positive
38659;1514785606701760522;believer;negative
38660;988097367340650497;believer;negative
38661;1429974613363134466;believer;positive
38662;984127190114725894;believer;negative
38663;940762360452706304;believer;positive
38664;871760070555684864;believer;positive
38665;1068850384461017088;believer;neutral
38666;1433270901282426884;believer;positive
38667;942262121080827904;believer;positive
38668;1424744064608620553;deny;negative
38669;982059277404663808;believer;neutral
38670;1069699134309883904;believer;positive
38671;1425545381220388867;believer;positive
38672;989800265132883968;believer;negative
38673;1442564763137888261;believer;positive
38674;1454270069354029059;believer;positive
38675;1454521198767968266;believer;neutral
38676;1032926302209105921;believer;negative
38677;792984587265683456;believer;negative
38678;1434198224072593412;believer;negative
38679;1428475156767383554;deny;positive
38680;1067829397397233664;believer;neutral
38681;808749500864950272;believer;positive
38682;1455403553871187971;believer;positive
38683;986338409173213184;believer;negative
38684;527957918352945152;deny;negative
38685;1516851065307676673;believer;negative
38686;984112575179841536;believer;negative
38687;1498756512826728468;believer;neutral
38688;1423568564456468483;believer;positive
38689;1067639867113230336;believer;positive
38690;1456952182171918344;believer;positive
38691;1459181736059932697;deny;positive
38692;913228305687502848;believer;positive
38693;936088755282124800;believer;positive
38694;1446889353247133700;believer;positive
38695;1503632461129031687;believer;positive
38696;990236329828081665;believer;neutral
38697;1436372998827675649;believer;negative
38698;969307769512833024;believer;negative
38699;1503122167600406533;believer;neutral
38700;1069006264825462786;deny;negative
38701;1459044730730266625;believer;positive
38702;1470413360495747078;believer;neutral
38703;1459230211027832834;believer;negative
38704;1068174581494468608;deny;negative
38705;1457352229908713477;believer;positive
38706;954759552678772736;deny;negative
38707;1471963221917679618;believer;positive
38708;1068236435277471746;believer;positive
38709;1069643419662864384;believer;positive
38710;1458771115367714817;deny;positive
38711;944024978667606016;believer;positive
38712;1031231490699481089;believer;negative
38713;985731219865374720;believer;negative
38714;1424399982946304004;believer;negative
38715;1031041331525771264;believer;positive
38716;860552047279714304;believer;neutral
38717;1030221935374782465;believer;negative
38718;1433270460834275332;believer;positive
38719;984606888577744896;believer;positive
38720;870439325170847744;believer;positive
38721;1450838164390793221;deny;negative
38722;1515588736741896195;believer;neutral
38723;1443526876597788676;believer;positive
38724;1451482273082134531;believer;positive
38725;1457303836436140033;deny;neutral
38726;1435174548706635776;believer;neutral
38727;1030179371158593538;believer;negative
38728;1455352907260305411;deny;negative
38729;826829725700026368;believer;positive
38730;1455188509065715720;deny;positive
38731;1441755296242733076;believer;positive
38732;989163580388864000;believer;positive
38733;985842154617491456;believer;positive
38734;991177890287968256;believer;neutral
38735;1477396494223233028;believer;positive
38736;1451830445553897474;believer;negative
38737;1460089406715539460;believer;positive
38738;700557677517099008;deny;negative
38739;1452302688696389647;deny;negative
38740;1502284940230201357;believer;positive
38741;701213142504906752;deny;positive
38742;1441541718633893888;believer;positive
38743;982262420323233792;deny;negative
38744;1452213899667853314;believer;positive
38745;1031019864700403712;believer;negative
38746;1501992464453799980;deny;neutral
38747;1455035270965960705;believer;positive
38748;1514428118102327296;believer;positive
38749;1441317524335783939;believer;positive
38750;1453609553161977861;believer;neutral
38751;706896598626734080;believer;neutral
38752;986163606013317120;believer;neutral
38753;1457753246773153798;believer;positive
38754;1461157377856585734;believer;neutral
38755;1517481728096358400;believer;neutral
38756;1516459469433196554;believer;negative
38757;1499031127600025600;believer;positive
38758;1481233507070349314;believer;neutral
38759;1034619831918755840;believer;neutral
38760;988985037390598144;believer;neutral
38761;981993589185003520;believer;positive
38762;1454215272592723976;believer;positive
38763;1032570278172413953;believer;positive
38764;1067457101679738882;believer;negative
38765;1033378616879579136;believer;positive
38766;1433099897574723591;believer;negative
38767;985519972196765696;believer;positive
38768;1477495829787074567;believer;positive
38769;987763340398084096;believer;negative
38770;1431641988625928192;believer;positive
38771;1438844737017024515;believer;positive
38772;1423758369630924801;believer;positive
38773;1119590672367882242;deny;positive
38774;1453735747001851908;believer;positive
38775;1068880149372968960;deny;negative
38776;1032224709591674880;believer;neutral
38777;907320328870875136;believer;positive
38778;1455835462874984459;believer;neutral
38779;1033685324579438592;believer;positive
38780;1422446214201683968;believer;positive
38781;1500115018221817862;believer;positive
38782;1425972626229506051;believer;neutral
38783;380527094414839808;believer;neutral
38784;1421884494827511809;believer;positive
38785;988053986757500928;believer;neutral
38786;791333918729379840;deny;negative
38787;1458593971165450240;deny;negative
38788;982948831053664256;believer;positive
38789;872286475638849536;believer;neutral
38790;1453656104987201538;deny;negative
38791;1451899278616576015;deny;positive
38792;1420823014854119424;believer;neutral
38793;1456770877194784769;believer;positive
38794;1454777830508830724;deny;negative
38795;1444590532479488004;believer;positive
38796;955357266328391680;deny;negative
38797;1069245595305549824;believer;positive
38798;1067444751723520001;believer;neutral
38799;982677816289480704;deny;negative
38800;1067962476464144386;believer;negative
38801;1443594801027469324;believer;positive
38802;1424769302247452672;believer;neutral
38803;1483803201472450561;believer;neutral
38804;946996705479684096;believer;positive
38805;1426584242130231306;believer;positive
38806;1067599516147179520;believer;positive
38807;1444021726216695811;deny;positive
38808;1455264206916358153;deny;negative
38809;1441717418347286534;believer;negative
38810;1429166333724344322;deny;neutral
38811;1459159856741552135;believer;positive
38812;1510356718764634116;believer;positive
38813;1515512528574595078;believer;neutral
38814;604210517473955840;believer;negative
38815;1426773946125459457;deny;negative
38816;1451360839353602086;believer;neutral
38817;824972065707003904;believer;neutral
38818;991489201228144640;believer;neutral
38819;1032213982881435648;believer;neutral
38820;982115108536041472;believer;positive
38821;682555695984672768;deny;negative
38822;1458659373442420737;believer;neutral
38823;1484216642917838851;believer;positive
38824;1067479687260241920;believer;positive
38825;990216799504424960;deny;negative
38826;1068280690406354944;believer;neutral
38827;1455274685407514624;believer;positive
38828;1457027497338490894;believer;positive
38829;1457202232248586244;believer;negative
38830;1033362589886173184;believer;neutral
38831;1456646372606844934;deny;negative
38832;1508846119261978632;believer;negative
38833;1477062949319622657;believer;negative
38834;1424975003964030976;believer;positive
38835;1457977674807201796;believer;positive
38836;1456750412191735817;believer;neutral
38837;1031914096646475776;believer;neutral
38838;1470981387821858821;believer;neutral
38839;1501602277416738824;believer;neutral
38840;1506844360331218949;believer;positive
38841;873959333876334592;believer;positive
38842;1511080899076661256;believer;positive
38843;1457364191032090630;deny;neutral
38844;1031842295727833088;believer;negative
38845;1067981929662869504;believer;negative
38846;1422930126388350978;believer;positive
38847;564701523288944640;deny;negative
38848;1422660640397840384;believer;positive
38849;1438119130641600513;believer;positive
38850;1446370687074119714;deny;positive
38851;910748701794041856;believer;positive
38852;854201149213356032;believer;positive
38853;1479908048558714880;believer;positive
38854;1421488531256532993;believer;negative
38855;1455789713554505732;deny;positive
38856;1438316413735874566;believer;negative
38857;1440684621104959496;believer;positive
38858;1499865935221444609;believer;positive
38859;1422549117880971269;believer;positive
38860;1067599672653549568;believer;positive
38861;1425540525969403905;deny;negative
38862;1508912158217682944;believer;positive
38863;1429824383426699274;believer;positive
38864;1435237523467509761;believer;neutral
38865;1425625869809176581;believer;negative
38866;1469871415591641092;deny;negative
38867;1507027660492394514;believer;positive
38868;1445675226298130441;deny;negative
38869;1517053871612383233;believer;positive
38870;987945935857770496;believer;positive
38871;1514856693867311109;believer;positive
38872;1432066730231140352;believer;positive
38873;1424643732595351560;believer;positive
38874;546946360679735296;deny;positive
38875;1453364709726560258;believer;negative
38876;1426627906873270280;believer;positive
38877;1513292534918881283;deny;neutral
38878;1068884915293495298;believer;positive
38879;1460354902278868994;deny;negative
38880;986414456069648384;believer;neutral
38881;1426026383176699904;deny;neutral
38882;1492844358030315526;deny;neutral
38883;1515028638215061508;believer;negative
38884;1456612777334751239;believer;neutral
38885;989187945155432450;believer;positive
38886;1500906928272252928;believer;negative
38887;1446438227003559937;believer;positive
38888;1456906875174211586;believer;neutral
38889;1446793610628788224;deny;positive
38890;1459845774251118596;believer;neutral
38891;1029191274706944001;believer;positive
38892;466007755589820416;believer;neutral
38893;1441645074383781892;believer;positive
38894;1508838439730491401;believer;positive
38895;828848987130126336;deny;positive
38896;970095313972183040;believer;neutral
38897;988241014669312000;believer;positive
38898;982953080424747008;believer;negative
38899;1455962958861934600;deny;negative
38900;1068861933632143362;believer;negative
38901;1424842141155708931;believer;positive
38902;875374361246609408;believer;positive
38903;824955107716444160;believer;neutral
38904;1442585042174287874;believer;negative
38905;1424100464602370049;deny;negative
38906;1439636726285324291;believer;positive
38907;829455770487910400;believer;neutral
38908;1514850396246011907;believer;positive
38909;1455289026378801156;deny;neutral
38910;987105672658550789;believer;negative
38911;1424860552225083394;believer;positive
38912;880241795694604288;deny;negative
38913;1424390654873018369;believer;positive
38914;1033356769492381702;believer;negative
38915;1483736755631423491;believer;neutral
38916;984319917766905856;believer;positive
38917;825121696113766400;believer;positive
38918;1442960629346754561;believer;neutral
38919;1433275217674125313;believer;negative
38920;1425141823777947655;believer;negative
38921;1455966814484140034;deny;negative
38922;1498632925277044738;believer;neutral
38923;1430554114518355976;believer;neutral
38924;1422302275712831488;believer;neutral
38925;1030442600317243392;believer;positive
38926;1429365579400585220;believer;positive
38927;823719712932712448;believer;negative
38928;1457960093908025351;believer;positive
38929;990963362149339136;believer;negative
38930;1434577507676827654;believer;positive
38931;1476009102203658240;believer;positive
38932;1468953780263604239;deny;negative
38933;953030389064384512;believer;negative
38934;558846284967469056;believer;negative
38935;939769562572062720;believer;positive
38936;1469976731616432130;deny;positive
38937;1030061453779365889;believer;neutral
38938;1499634500745060353;believer;neutral
38939;1067497735891218433;believer;positive
38940;824270862148915200;believer;neutral
38941;1484010128999280644;believer;positive
38942;1425040733254438913;deny;negative
38943;1459118587545853953;believer;neutral
38944;1482557164560568323;believer;negative
38945;1033969962287882240;believer;positive
38946;927188244978073600;believer;negative
38947;1067527111429173248;believer;positive
38948;1424914682360393730;believer;negative
38949;1455101949552984064;believer;positive
38950;1033498492658827264;believer;neutral
38951;1034755085300117504;believer;negative
38952;1446668254626435077;deny;positive
38953;1444396315199291405;deny;negative
38954;1067586342555709440;believer;neutral
38955;1424404900151169024;believer;positive
38956;604463307920015360;believer;positive
38957;1514407145386639360;believer;negative
38958;1446857811158306817;believer;negative
38959;1458770846496047105;deny;negative
38960;1475598317505507329;deny;neutral
38961;1501897664551694343;believer;positive
38962;1423977500196098053;believer;neutral
38963;1461122746608324615;believer;negative
38964;1499526039705427968;believer;positive
38965;1068291527464665088;believer;negative
38966;1481644823769587718;believer;positive
38967;1503953150075715585;believer;negative
38968;1420875343611695109;deny;neutral
38969;1457839269226192901;deny;negative
38970;1436058090344894476;believer;negative
38971;1068181684271702016;believer;neutral
38972;1442699024059047940;believer;neutral
38973;1516984750660984834;believer;neutral
38974;826870066604044288;believer;positive
38975;1454228789072859138;believer;negative
38976;1424800885092327429;believer;negative
38977;1431315077961957380;believer;neutral
38978;1036056938381889537;believer;positive
38979;1433978923281489923;deny;negative
38980;983868363943358464;believer;neutral
38981;984705093625790464;believer;neutral
38982;1483698047851065344;believer;negative
38983;1504186731972612098;believer;positive
38984;567465962304073728;deny;negative
38985;942018870449201152;believer;positive
38986;1473652122096791554;believer;neutral
38987;1423237874464428032;believer;negative
38988;1424126656097161221;believer;negative
38989;1067739846347841537;believer;positive
38990;1476530707061161987;believer;negative
38991;1069744609889157120;believer;neutral
38992;1455302107284656131;believer;positive
38993;867372377721552896;believer;negative
38994;1032718653375098880;believer;negative
38995;1069199752120565760;believer;negative
38996;1424766910848110599;believer;negative
38997;1031298956070809601;believer;positive
38998;1032399925282136064;believer;negative
38999;1031764670107901953;believer;neutral
39000;1068178662426636288;believer;neutral
39001;991382174585769984;believer;positive
39002;1515382617125888004;believer;positive
39003;516181218891943936;deny;positive
39004;1445583341940445185;believer;positive
39005;1510267475396595718;believer;positive
39006;1421511882674872321;believer;positive
39007;914102336959795200;believer;positive
39008;1428681206200209417;believer;neutral
39009;1514228680347762690;believer;neutral
39010;1423707492513509378;believer;neutral
39011;1030793614102814720;believer;negative
39012;1034614422910562304;believer;positive
39013;1454660939312029698;believer;positive
39014;1456903517273137153;believer;positive
39015;1461013057262477318;deny;negative
39016;1482730694816243721;believer;positive
39017;1068040542494367744;believer;negative
39018;1451861683866058758;deny;negative
39019;986078184427864064;believer;positive
39020;1425065571872387078;deny;neutral
39021;1427848637825048580;believer;neutral
39022;982305174537596929;believer;neutral
39023;983859826974339072;believer;positive
39024;1035173815624458242;believer;neutral
39025;1475648881954369536;believer;negative
39026;988142641572470784;believer;negative
39027;1511228390807941121;believer;neutral
39028;1453311418262949892;deny;positive
39029;1450480766719336453;deny;negative
39030;874325427132575744;believer;positive
39031;987023358318428160;believer;positive
39032;1423303460779438088;believer;positive
39033;1455172946452963332;deny;negative
39034;1454277353471987715;believer;negative
39035;1068942203878174720;believer;positive
39036;1440585507734372353;believer;neutral
39037;1033077351872061440;believer;neutral
39038;1455550276321021954;deny;negative
39039;1437712538444222468;believer;negative
39040;982950100044365825;believer;positive
39041;1500559159351205892;believer;neutral
39042;823982802995703808;believer;positive
39043;1456907646171181059;believer;positive
39044;556517567360016384;deny;negative
39045;1034477356847652864;believer;negative
39046;988097436429172736;believer;positive
39047;1455294263441313795;believer;positive
39048;983744512722853888;believer;positive
39049;1426769803595898882;deny;negative
39050;1433852799767490560;believer;positive
39051;951913126278164480;deny;neutral
39052;1449935077463375872;believer;neutral
39053;1443159618205716483;believer;positive
39054;1450336845347180545;believer;positive
39055;1462154430292410375;believer;positive
39056;1517491871848624129;believer;negative
39057;794667164997447680;believer;positive
39058;1424792394755674115;deny;negative
39059;879807528984379392;believer;positive
39060;1034826096955613185;believer;positive
39061;685358694310232064;deny;positive
39062;1426232719051198464;believer;positive
39063;11434857714;deny;negative
39064;1433039604526030848;believer;positive
39065;1432237991620132866;believer;positive
39066;1452465852402466820;believer;negative
39067;1468052946248253443;believer;negative
39068;1456120654974103553;deny;negative
39069;1456923072850796545;believer;positive
39070;1509854508217942020;believer;negative
39071;679922789533532160;deny;positive
39072;1031360477492899840;believer;positive
39073;990725334533197824;believer;negative
39074;1459645925631139841;believer;positive
39075;1446599147071565828;believer;negative
39076;951741151102423042;believer;neutral
39077;1462320351577354242;believer;neutral
39078;1455302498709917699;believer;positive
39079;1441453020009668613;believer;neutral
39080;985205189710774272;believer;negative
39081;870285776331919360;deny;negative
39082;1033972929334263808;believer;positive
39083;991217729939099648;believer;negative
39084;1421129884219367429;believer;positive
39085;873370106159550464;believer;positive
39086;1514617911058440207;believer;positive
39087;1446036689324027904;believer;positive
39088;1498370618617696261;deny;neutral
39089;1503374232323072002;believer;neutral
39090;1454023177148018690;deny;positive
39091;1431970662894247941;believer;positive
39092;1517338123956543493;believer;positive
39093;1456074461912854529;deny;positive
39094;680256704580222976;believer;positive
39095;1033820238926700545;believer;negative
39096;991494922938204160;believer;positive
39097;988273342556717056;believer;positive
39098;953695748134260738;believer;positive
39099;1517821397690683394;believer;neutral
39100;946763399739924480;believer;positive
39101;1069941294389227520;believer;positive
39102;981636141450489862;believer;positive
39103;1442127695920484352;believer;positive
39104;961140667509624832;believer;negative
39105;704169204832833536;believer;positive
39106;1455989820807843842;believer;neutral
39107;1442968808734396418;deny;negative
39108;1034446256708497408;believer;negative
39109;939263534344445952;believer;positive
39110;970592825309057024;believer;positive
39111;985214608372776960;believer;neutral
39112;987881817045917696;believer;positive
39113;1485671164353540097;believer;positive
39114;557130415584976896;deny;negative
39115;1033365522358980608;believer;neutral
39116;1441388828099416074;believer;positive
39117;1503185599582257153;believer;neutral
39118;1029490866635894785;believer;negative
39119;1468509345348571136;believer;negative
39120;1437940909627387910;believer;positive
39121;1446198576145584133;believer;positive
39122;1424661197341683716;believer;positive
39123;954027825031458816;believer;neutral
39124;1067670172285030401;believer;negative
39125;1457807476095688706;deny;neutral
39126;1503631150039904257;believer;positive
39127;1421115290323234817;believer;positive
39128;1423359160956059651;believer;negative
39129;1034834438532681728;believer;positive
39130;1471498497643855874;believer;neutral
39131;1458583839274586117;believer;positive
39132;1030692925716537344;believer;positive
39133;753295701463871488;believer;negative
39134;824644760673607680;believer;neutral
39135;1452471368608468993;believer;positive
39136;824803843821039616;believer;neutral
39137;960561160293675008;believer;positive
39138;1433551660828213250;believer;positive
39139;1452958887980716033;believer;negative
39140;1461378985699557390;deny;negative
39141;1467492130914459654;believer;negative
39142;1068587864001146880;believer;positive
39143;1504583290350678019;believer;positive
39144;1460395618321448967;deny;negative
39145;1032741586386526208;believer;negative
39146;1426339804149555201;believer;positive
39147;1462105344264519683;believer;positive
39148;1030023527104163842;believer;negative
39149;1455834631576621056;deny;negative
39150;1067612143174877189;believer;neutral
39151;1516844228143423494;believer;neutral
39152;1428656551892381699;believer;positive
39153;1426452920195686402;believer;positive
39154;1456000724119085058;deny;positive
39155;1439873797167931396;believer;positive
39156;471641829075464192;believer;negative
39157;1440740040758358025;believer;neutral
39158;1034877536281477120;believer;neutral
39159;1424742639535022090;deny;positive
39160;639490090754936832;believer;negative
39161;952693976716357632;believer;neutral
39162;1425065265092509696;believer;positive
39163;1450023558571171846;believer;positive
39164;990571763363872768;believer;neutral
39165;1069342511716597760;believer;positive
39166;1458585151148023809;deny;negative
39167;1514579648604041220;believer;neutral
39168;1452365811767668736;believer;positive
39169;907554770893918208;deny;negative
39170;1424820827330121733;believer;positive
39171;1424762555034214412;believer;positive
39172;981163592841035778;believer;negative
39173;983310653300584449;believer;negative
39174;1030414413730181121;believer;negative
39175;1033937006299176960;believer;neutral
39176;1514414037207228416;believer;neutral
39177;1473683029314969617;believer;positive
39178;604411492142833664;deny;positive
39179;703340247367561216;deny;negative
39180;937490860026892288;believer;positive
39181;1457046637994409988;believer;positive
39182;951929674497740800;believer;positive
39183;1424395550334533640;believer;positive
39184;1514854342615994371;believer;negative
39185;1457022137487790093;believer;negative
39186;1456982821776596997;believer;positive
39187;951288649835995137;believer;positive
39188;1069514815301959680;believer;positive
39189;864252676846096384;deny;negative
39190;1424420959121981441;deny;negative
39191;1484947360371326984;believer;positive
39192;1421549193848631299;deny;neutral
39193;693502823351349248;deny;negative
39194;1473677096031555600;believer;positive
39195;914637561687040000;believer;negative
39196;826247931477028864;believer;positive
39197;1468655163120525317;believer;neutral
39198;988049340768731137;believer;negative
39199;1435723672564781057;believer;positive
39200;968926892584824832;believer;neutral
39201;972886417901723648;believer;positive
39202;1035159787984572416;believer;neutral
39203;1457631963003691008;believer;positive
39204;1457751616241733636;believer;positive
39205;1452234117484105739;deny;neutral
39206;1431976176499642375;believer;positive
39207;1424818462451372051;believer;neutral
39208;1068516440414666753;believer;negative
39209;1514504579487961090;believer;neutral
39210;1517202381204819968;believer;neutral
39211;1454400837489471496;believer;neutral
39212;1451104652041367552;believer;positive
39213;1460348264826359811;believer;positive
39214;1477510771022057477;believer;negative
39215;1458357248728653824;believer;neutral
39216;952380873516527617;believer;neutral
39217;1436084179033370624;believer;neutral
39218;1434489053190238209;believer;positive
39219;1437808653382340613;believer;neutral
39220;1433822025353674754;believer;positive
39221;1500861586025717772;believer;neutral
39222;1422497528860250133;believer;positive
39223;951298288283611138;believer;positive
39224;1441745540396601345;believer;negative
39225;1035426930277974016;believer;neutral
39226;1459926534857400334;believer;negative
39227;1482395419401457673;believer;positive
39228;1470762713185931267;believer;negative
39229;1423091231559716868;believer;neutral
39230;1032019931934679040;believer;negative
39231;1067333303076761601;believer;negative
39232;1480447730359152640;believer;positive
39233;990814677947961344;believer;positive
39234;981692216468033538;believer;neutral
39235;1068791820920991744;believer;positive
39236;1035566145129078784;believer;negative
39237;865623825592930304;believer;positive
39238;1517328234525904898;believer;negative
39239;731794324791296000;believer;positive
39240;1470499518059728896;believer;negative
39241;941190404514312192;believer;negative
39242;1457924882612867073;deny;negative
39243;1442605311404113924;believer;positive
39244;1456904932305498116;believer;negative
39245;824669042350792704;believer;neutral
39246;1435634209826164743;believer;positive
39247;989353488541925377;believer;negative
39248;1433302551890436098;believer;negative
39249;1456672533785182208;believer;neutral
39250;987778961064132609;deny;positive
39251;952875821584277505;believer;positive
39252;1455370116342890498;deny;neutral
39253;1456240212745625612;believer;neutral
39254;1450263134720167938;believer;positive
39255;919357030619430912;believer;positive
39256;831056754410663936;believer;positive
39257;1434364088646180868;believer;neutral
39258;939033440090931200;believer;positive
39259;1457059007248715785;believer;positive
39260;768207655575838720;deny;negative
39261;985180112315236353;believer;neutral
39262;986719312734928897;believer;positive
39263;982950426889859072;believer;positive
39264;1433760418636472320;believer;positive
39265;1460195637790707716;deny;negative
39266;1445118643411562500;believer;positive
39267;1484342582771531784;believer;negative
39268;1069709217777430528;believer;negative
39269;1454016417871843335;believer;positive
39270;1069845438252150784;believer;negative
39271;1508229144273948682;believer;positive
39272;1030866672205422592;believer;neutral
39273;952324390301057024;believer;positive
39274;1424969786719571968;believer;negative
39275;1067914486978248704;believer;positive
39276;309409140223139840;deny;negative
39277;1434465332123607043;believer;positive
39278;870736081062330368;believer;positive
39279;984821953327284224;believer;negative
39280;1460618980515667971;deny;negative
39281;988149526862086144;believer;negative
39282;986933515957821440;believer;positive
39283;1479105360279441413;believer;negative
39284;1455296350048821255;deny;positive
39285;874230495399346176;believer;negative
39286;1426034303964794884;believer;neutral
39287;1479668107782275072;believer;neutral
39288;942192234912350208;believer;positive
39289;923273912854593536;believer;positive
39290;1453483862806482954;believer;neutral
39291;1431201683179282435;believer;negative
39292;983623309060288512;believer;neutral
39293;986165955377156097;believer;positive
39294;1514289510691094530;believer;positive
39295;1035468412871495681;believer;neutral
39296;1498902530486460416;believer;neutral
39297;831524122924560384;believer;negative
39298;1433934905801539585;believer;neutral
39299;768144350349930496;deny;positive
39300;1433496969326989314;believer;negative
39301;1067890349840850944;believer;positive
39302;1424417568962535430;believer;neutral
39303;1067297062654402560;believer;negative
39304;1434010000154775554;believer;positive
39305;988387169294315521;believer;neutral
39306;1454848895125803012;believer;positive
39307;1068512931921444864;believer;neutral
39308;2696748581;deny;positive
39309;1067536393772032000;believer;neutral
39310;1033114390722052096;believer;neutral
39311;1432458222854680579;deny;negative
39312;824072454356144128;believer;positive
39313;1067574307566510080;believer;positive
39314;1443909119203848193;believer;neutral
39315;1458560717947289600;believer;neutral
39316;1479446799224119297;believer;neutral
39317;1439228655549485057;deny;negative
39318;983301240733032448;believer;positive
39319;1485646241593794565;believer;neutral
39320;1459971750490423302;believer;neutral
39321;985266369661980672;believer;neutral
39322;983480954911166464;believer;negative
39323;1069728626873110532;believer;neutral
39324;605471843751854080;believer;neutral
39325;1035190183677710336;believer;positive
39326;871209687429132288;believer;negative
39327;962490900906573824;believer;positive
39328;1432509337465856000;believer;neutral
39329;1033722187952345088;believer;positive
39330;1443201983079407619;deny;negative
39331;1032615581718130688;believer;negative
39332;1429926795944546307;deny;neutral
39333;988110616169730048;believer;positive
39334;1069245515244728320;believer;neutral
39335;631366218289516544;deny;neutral
39336;1445312904002252800;believer;neutral
39337;1457749643031310337;believer;neutral
39338;1423145503387267075;believer;neutral
39339;1456958208174694406;believer;negative
39340;1420800861639413766;deny;negative
39341;870914899475664896;believer;positive
39342;1431590735615303687;deny;negative
39343;1501687804111179783;believer;positive
39344;1030155010657533952;believer;negative
39345;1442739225561010183;deny;negative
39346;1458392923767193600;believer;positive
39347;1030892394999422976;believer;positive
39348;1455294875398721548;deny;neutral
39349;1436035257355026432;believer;positive
39350;913225095413325824;believer;positive
39351;1481337696786206726;believer;neutral
39352;1514576818627833857;believer;positive
39353;1517075592914558976;believer;negative
39354;1455525234891636746;deny;neutral
39355;907766343985897472;deny;negative
39356;1425008754198597632;believer;neutral
39357;942196076597035008;believer;positive
39358;1034824382781251585;believer;positive
39359;1068965495938973701;believer;negative
39360;1502610159624986626;believer;positive
39361;1032958942803099648;believer;positive
39362;1456742005623574530;believer;negative
39363;1031705286732595200;believer;positive
39364;1480540323638124554;believer;negative
39365;1068323424936714240;believer;negative
39366;952007735205335040;believer;neutral
39367;1477564902164377600;believer;neutral
39368;1470118866252558338;believer;positive
39369;1462197433333473287;deny;negative
39370;1068492007042109441;believer;positive
39371;1443996390993059840;deny;positive
39372;1438082427201544192;believer;positive
39373;1424010046757916674;believer;positive
39374;1443803938424119297;believer;negative
39375;1433555361315713030;deny;negative
